,tweet,label
2503,"Bangunan menyerupai candi ditemukan di lahan warga di Dusun Bumirejo, Desa Krecek, Kecamatan Badas, Kediri. Petugas terkait kini sedang melakukan penggalian. https://news.detik.com/foto-news/d-4589660/bangunan-menyerupai-candi-ditemukan-di-kediri?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1560784085 …",non_gempatsunami
2504,FOTO: Suasana Pemakaman Massal Jenazah Korban Gempa dan Tsunami Palu  http://dlvr.it/QlwHdD,gempatsunami
2505,"Sebelum pemakzulan, Gus Dur yang menyadari gejolak amarah para santri buru-buru melarang mereka turun untuk menggelar aksi protes atas nama pasukan rela mati. Ia berkeliling memberikan wejangan kepada ulama dan para santri di sejumlah pondok pesantren.   https://tirto.id/d9pR  pic.twitter.com/SqfInrcFas",non_gempatsunami
2506,"""Kiai Nuruddin lewat, terus dia bilang 'PKI lewat-PKI lewat',"" teriak anggota Banser. https://kumparan.com/@kumparannews/kiai-nu-diteriaki-pki-banser-di-sidang-gus-nur-tersulut-emosi-1rGjHlugil6?utm_medium=post&utm_source=Twitter&utm_campaign=int …",non_gempatsunami
2507,"Adik Angel yang coba mengabadikan dengan kamera ponsel diminta untuk menghapus video. ""Mereka pakai penutup mulut."" https://metro.tempo.co/read/1210200/ini-benda-yang-disita-dari-eksekutor-pembunuh-tokoh-nasional?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Metro_Robb …",non_gempatsunami
2508,"Ahmad Dhani Balik Lagi, Ini Respons Kepala Rutan Cipinang... http://bit.ly/2ZjQnPG",non_gempatsunami
2509,Menko Polhukam Gelar Rapat Stabilitas Keamanan Terkait Sidang MK http://bit.ly/2X2vs6a,non_gempatsunami
2510,Menurut Sandiaga gugatan sengketa pilpres di MK bukan soal menang-kalah. Tapi soal perbaikan demokrasi di Tanah Air. https://news.detik.com/berita/d-4587560/gugatan-prabowo-di-mk-disoal-tkn-sandi-ini-bukan-soal-kalah-menang?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1560608451 …,non_gempatsunami
2511,Menko Polhukam Gelar Rapat Stabilitas Keamanan Terkait Sidang MK http://bit.ly/2X2vs6a,non_gempatsunami
2512,"Gempa Magnitudo 7,5 Guncang Kaledonia Baru, Peringatan Tsunami Diaktifkan  http://dlvr.it/Qss72n",gempatsunami
2513,gempa ini tidak berpotensi menimbulkan gelombang tsunami,gempatsunami
2514,Tips Mengolah Daging untuk Hidangan Lebaran agar Tidak Alot https://ramadan.tempo.co/read/1211118/tips-mengolah-daging-untuk-hidangan-lebaran-agar-tidak-alot?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2515,Dipilihnya Bambang Widjojanto menjadi tim kuasa hukum Prabowo - Sandi memancing reaksi Tim Kampanye Nasional (TKN) Jokowi - Ma'ruf. https://nasional.tempo.co/read/1209761/fadli-zon-dan-bambang-widjojanto-dulu-lawan-kini-kawan?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Nasional_Guntur …,non_gempatsunami
2516,"#Gempa Mag:5.2, 04-Mar-18 19:40:04 WIB, Lok:6.28 LS,142.70 BT (268 km Tenggara BOVENDIGOEL-PAPUA), Kedlmn:144 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/I4u94OowGM",gempatsunami
2517,"Kementerian Keuangan memastikan pasca-pembayaran THR, kas negara sampai saat ini masih cukup aman. http://bit.ly/2KIsDAS",non_gempatsunami
2518,Ratusan napi di rutan Donggala kabur setelah terjadi kerusuhan. Para napi menuntut dibebaskan untuk bertemu keluarga mereka pasca gempa dan tsunami.  http://dlvr.it/QlpPlk,gempatsunami
2519,Raihan opini WTP ini pun tak luput diapresiasi dari Komisi IV DPR RI. https://finance.detik.com/berita-ekonomi-bisnis/d-4589511/mentan-sebut-efisiensi-jadi-kunci-raih-opini-wtp-selama-3-tahun?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1560774733 …,non_gempatsunami
2520,"Sebagian pemudik, yang tahun ini diperkirakan mencapai 51,5 juta orang, mulai bergerak ke kampung menggunakan beragam moda transportasi  http://bit.ly/2VTIdvu",non_gempatsunami
2521,Gempa tidak berpotensi tsunami.  https://kumparan.com/@kumparannews/gempa-5-0-guncang-kabupaten-jayapura-papua-1r6HD6uACOi?utm_source=dlvr.it&utm_medium=twitter …,gempatsunami
2522,"#Gempa Mag:5.1, 01-Jan-19 18:55:00 WIB, Lok:5.47 LU,94.49 BT (93 km BaratDaya BANDAACEH-ACEH), Kedalaman:14 Km, tidak berpotensi tsunami #BMKG",gempatsunami
2523,Toyota Siapkan 6 Mobil Listrik Anyar https://otomotif.tempo.co/read/1213685/toyota-siapkan-6-mobil-listrik-anyar?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2524,Harga emas Antam pagi ini naik Rp 6.000 per gram menjadi Rp 681.000 per gram. https://kumparan.com/@kumparanbisnis/akhir-pekan-harga-emas-antam-naik-rp-6-000-per-gram-1rH0Yhk5KQx?utm_medium=post&utm_source=Twitter&utm_campaign=int …,non_gempatsunami
2525,"Hisap Vape di Pesawat, Penumpang Dilarang Terbang Seumur Hidup http://bit.ly/2WvV8Ea",non_gempatsunami
2526,Sejumlah maskapai dalam negeri tak gentar menghadapi persaingan dengan perusahaan penerbangan asing. http://bit.ly/2ZmfDVB,non_gempatsunami
2527,"Akibat Biohacking yang dilakukannya dipandang ilegal dan berisiko, ia harus berurusan dengan pemerintah. Josiah Zayner adalah ilmuwan yang terkenal dalam beberapa tahun terakhir lantaran mengkampanyekan cara mengedit gen sendiri.   https://tirto.id/d3wD  pic.twitter.com/3neNmxzs0A",non_gempatsunami
2528,Peringatan dini cuaca wilayah Sumatera Barat [06 Juni 2019] #BMKG Selengkapnya klik tautan berikut http://www.bmkg.go.id/peringatan-dini/?p=szni20190606 …,non_gempatsunami
2529,"Gempa 5.0 SR Juga Terjadi di Maluku, Tak Berpotensi Tsunami  http://detik.id/6sEt4Z  pic.twitter.com/YfMqWMoAJs",gempatsunami
2530,"Saat teknologi hiburan di kendaraan kesayangan ini diperkenalkan, pemilik bisa kena tilang jika memasangnya di mobil.  http://bit.ly/2EZFDhS  pic.twitter.com/WQFP3PcQvs",non_gempatsunami
2531,G20 akan terus mengatasi risiko ini dan siap untuk mengambil tindakan lebih lanjut. http://bit.ly/2KEW72u,non_gempatsunami
2532,"Gempa 5,0 SR Guncang Kepulauan Maluku, Tak Berpotensi Tsunami  http://detik.id/VGOJIo  pic.twitter.com/hWa95cxjcG",gempatsunami
2533,"Gempa 5,9 SR Guncang Selatan Tokyo, Jepang Keluarkan Peringatan Tsunami  http://detik.id/VbGlMY",gempatsunami
2534,Proses pertimbangan yang dilakukan dalam membeli rumah bekas jelas berbeda dengan membeli rumah baru. http://dlvr.it/R6j5ft,non_gempatsunami
2535,"Tatapan Tegar Aliya, Korban Tsunami yang Diguncang Gempa Aceh  http://dlvr.it/MrhWyz  pic.twitter.com/loX3Ekb9QP",gempatsunami
2536,"Gempa bumi magnitudo 3,7 terjadi di Lombok Utara, NTB. Gempa tak berpotensi menimbulkan tsunami.  https://news.detik.com/berita/4361405/gempa-magnitudo-37-guncang-lombok-utara?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1545915340 …",gempatsunami
2537,"Melakukan perawatan mobil sendiri itu nggak sulit kok, yang penting niat. http://qoo.ly/xzv8j",non_gempatsunami
2538,"Sidang MK Berlangsung Sampai 23.00, Ini Cara Hakim Jaga Stamina http://bit.ly/2wUcjEU",non_gempatsunami
2539,"Tersindir, TKN Minta Anies Baswedan Bedakan Kritik dan Fitnah https://nasional.tempo.co/read/1209826/tersindir-tkn-minta-anies-baswedan-bedakan-kritik-dan-fitnah?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Nasional_Guntur …",non_gempatsunami
2540,"Menlu Jerman Terbang ke Iran Temui Presiden Rouhani, Ada Apa? http://bit.ly/2Zj0sfF",non_gempatsunami
2541,Menhub Sebut BUMN dan KPPU Berwenang Atur Harga Tiket Pesawat https://bisnis.tempo.co/read/1214110/menhub-sebut-bumn-dan-kppu-berwenang-atur-harga-tiket-pesawat?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2542,Menteri Komunikasi dan Informatika Rudiantara mengisyaratkan tidak akan melakukan pembatasan akses media sosial saat sidang MK besok. http://bit.ly/2WFdhiW,non_gempatsunami
2543,Bikin heboh! Setya Novanto awalnya mengaku sakit dan direkomendasikan oleh dokter Lapas Sukamiskin untuk diperiksa di rumah sakit. Seperti apa sih kronologi Setnov plesiran ke toko bangunan di Bandung? #setyanovanto https://news.detik.com/berita/d-4587846/kronologi-setya-novanto-plesiran-ke-toko-bangunan-di-bandung?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1560663686 …,non_gempatsunami
2544,"10) Bangunan juga disyaratkan menggunakan konstruksi tahan gempa, karena kejadian tsunami pada umumnya didahului dengan gempa bumi dan kemungkinan gempa susulan.   #rilisPUPR @KemenPU",gempatsunami
2545,"#Gempa Mag:5.7, 19-Oct-18 12:55:11 WIB, Lok:2.66 LS,139.37 BT (28 km Tenggara SARMI-PAPUA), Kedalaman:85 Km, tidak berpotensi tsunami #BMKG",gempatsunami
2546,"Sebuah pusat belanja di kawasan Depok, Jawa Barat, ini memperdengarkan lagu kebangsaan Indonesia Raya selama beberapa menit jelang pembukaan mall. http://dlvr.it/R6hvgP",non_gempatsunami
2547,"Gempa bumi berkekuatan magnitudo 5,0 terjadi di Aceh. Gempa disebutkan tidak berpotensi tsunami.  http://bit.ly/2YWKCaC",gempatsunami
2548,"Bambang: ""Paslon 01 menggunakan posisinya sebagai presiden yang juga petahana, untuk menggunakan instrumen berupa anggaran belanja dan program pemerintah untuk mempengaruhi pemilih dalam Pilpres 2019."" http://bit.ly/2Ie4Ve6",non_gempatsunami
2549,Dua anggota FPI yang melakukan penggalangan dana untuk korban gempa dan tsunami di Palu menjadi korban tabrak lari. Keduanya dilarikan ke rumah sakit.  http://dlvr.it/Qp25nB,gempatsunami
2550,"#Gempa Mag:5.4, 06-Apr-18 14:47:02 WIB, Lok:1.53 LS,138.52 BT (96 km TimurLaut MAMBERAMOTENGAH-PAPUA), Kedlmn:94 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/fsBwgYBBdJ",gempatsunami
2551,Menteri Susi Pudjiastuti mencuit ulang atau me-retweet berita foto media nasional yang menampilkan kondisi terakhir Waduk Pluit yang kini kotor. http://bit.ly/2KL8fyY,non_gempatsunami
2552,Ryan Giggs menjadi salah satu orang paling semringah dengan kedatangan Daniel James ke @ManUtd. Barangkali momen ini mengingatkannya akan hari-hari pertamanya bersama United: Sama-sama datang ke United dalam usia muda. #kumparanBOLA  http://bit.ly/2Zp0VNz  pic.twitter.com/j2QUfpNQwn,non_gempatsunami
2553,"Ancaman Utama Aceh, Bukan Tsunami tetapi Gempa Daratan  http://kom.ps/AEzQxd",gempatsunami
2554,"Ibrahimovic mendapat gaji sekitar Rp 102,66 miliar per tahun dari LA Galaxy. https://kumparan.com/@kumparanbola/ibrahimovic-di-usia-37-tahun-pemain-dengan-gaji-termahal-di-mls-1rGbmxPQVvZ?utm_medium=post&utm_source=Twitter&utm_campaign=int …",non_gempatsunami
2555,"Gempa terjadi pada pukul 09.53 WIB, Kamis (17/1) dan tidak ada potensi tsunami.  https://kumparan.com/@kumparannews/gempa-5-7-magnitudo-getarkan-kota-sabang-aceh-1547694465688092212?utm_source=Twitter&utm_campaign=int&utm_medium=post …",gempatsunami
2556,"Sebagai pencinta soto, arsitek dibalik akun '365harinyoto' tahu benar tempat-tempat makan soto enak dan favorit. Apa saja ya rekomendasinya? #RekomendasiMakan #SotoEnak #365HariNyoto  via @detikfood https://food.detik.com/info-kuliner/d-4589045/ini-soto-nusantara-enak-rekomendasi-arsitek-pelaku-365harinyoto?utm_content=detikfood&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1560760068 …",non_gempatsunami
2557,Menteri Malaysia Tuding Importir Sampah Plastik Pengkhianat http://bit.ly/2WpC8v5,non_gempatsunami
2558,"#Gempa Mag:5.4, 12-Oct-18 14:19:51 WIB, Lok:8.55 LS,126.48 BT (86 km Tenggara MALUKUBRTDAYA), Kedalaman:148 Km, tidak berpotensi tsunami #BMKG",gempatsunami
2559,Peringatan dini cuaca wilayah Sumatera Utara [09 Juni 2019] #BMKG Selengkapnya klik tautan berikut  http://www.bmkg.go.id/peringatan-dini/?p=5gn220190609 …,non_gempatsunami
2560,"“Kalau secara resmi, kami PA 212 tidak ada instruksi atau himbauan untuk turun.” http://bit.ly/2XbY50T",non_gempatsunami
2561,PT ASDP Indonesia Ferry mencatat 81 persen pemudik telah meninggalkan Sumatera untuk kembali ke Jawa melalui Pelabuhan http://bit.ly/2Ie1DYp,non_gempatsunami
2562,Tim SAR Banjarmasin Kalimantan Selatan mengirimkan personel berikut peralatan untuk membantu korban gempa dan tsunami di Palu  http://dlvr.it/QlkdHF,gempatsunami
2563,"Lebaran 2019, KAI Catat Jumlah Penumpang Kereta Naik 10 Persen https://bisnis.tempo.co/read/1213607/lebaran-2019-kai-catat-jumlah-penumpang-kereta-naik-10-persen?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2564,"Kecepatan membuat James bisa menjadi mimpi buruk bagi para bek. Tapi, kualitas James tak cuma soal teknik dan fisiknya. https://kumparan.com/@kumparanbola/giggs-kecepatan-atribut-terbaik-daniel-james-1rGdDh1GJjE?utm_medium=post&utm_source=Twitter&utm_campaign=int …",non_gempatsunami
2565,"Gempa 6,4 SR Guncang Banda Aceh Tak Berpotensi Tsunami  http://bit.ly/1n5UrhZ",gempatsunami
2566,"Puncak Arus Balik, Bandara SMB II Palembang Dipenuhi 15.531 Orang https://ramadan.tempo.co/read/1213408/puncak-arus-balik-bandara-smb-ii-palembang-dipenuhi-15-531-orang?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2567,"#Gempa Mag:5.1, 31-Jan-18 07:55:35 WIB, Lok:7.89 LS,118.79 BT (63 km TimurLaut BIMA-NTB), Kedlmn:30 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/bOurRbpC86",gempatsunami
2568,Jepang Peringati 5 Tahun Bencana Gempa dan Tsunami  http://kom.ps/AFunfI,gempatsunami
2569,"Tarif Batas Pesawat Diturunkan, Andil ke Inflasi Mei Tetap Tinggi https://bisnis.tempo.co/read/1213352/tarif-batas-pesawat-diturunkan-andil-ke-inflasi-mei-tetap-tinggi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2570,Ratusan Korban Gempa dan Tsunami Dimakamkan  http://bit.ly/fCUVMK,gempatsunami
2571,Korban Gempa dan Tsunami Capai 20.921  http://bit.ly/eNnMeQ,gempatsunami
2572,Langkah Kemenpar Menyikapi Gempa Donggala & Tsunami Palu  http://detik.id/VEMrqS  via @detiktravel pic.twitter.com/OyWIekypA9,gempatsunami
2573,"#Gempa Mag:5.1, 22-Mar-19 10:16:38 WIB, Lok:8.94 LS,124.03 BT (79 km Tenggara LEMBATA-NTT), Kedlmn:48 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/krCwotHPN3",gempatsunami
2574,Foto pria diduga Setya Novanto tengah pelesiran di galeri keramik bersama perempuan di Padalarang beredar. Identitas perempuan itu diungkap. http://dlvr.it/R6hbqr,non_gempatsunami
2575,"Hello Light, Cara Volkswagen ""Meminta Maaf"" Soal Dieselgate https://otomotif.tempo.co/read/1212496/hello-light-cara-volkswagen-meminta-maaf-soal-dieselgate?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2576,Penantang Tesla Model S dari Mercedes-Benz Diklaim Paling Nyaman https://otomotif.tempo.co/read/1212257/penantang-tesla-model-s-dari-mercedes-benz-diklaim-paling-nyaman?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2577,"Suami Menikah Lagi, Diana Pungky Diam-diam Sudah Bercerai? http://bit.ly/2KGKS9D",non_gempatsunami
2578,"Meski sudah tahu bahayanya, banyak perokok yang sulit berhenti. Dokter menjelaskan penyebabnya. https://gaya.tempo.co/read/1210347/ini-sebab-sulit-berhenti-merokok-meski-sudah-tahu-bahayanya?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=gaya_Bella …",non_gempatsunami
2579,"BMKG menyatakan berhasil memetakan poin-poin penting terkait mitigasi bencana alam, khususnya gempa bumi dan tsunami.  http://dlvr.it/QnV6Fm",gempatsunami
2580,Program Sejuta Rumah Sabet Penghargaan Internasional di Rusia https://bisnis.tempo.co/read/1213372/program-sejuta-rumah-sabet-penghargaan-internasional-di-rusia?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2581,"Donald Trump membuat pernyataan pedas, menyatakan Sadiq Khan adalah bencana dan perlu diganti. Perselisihan Trump vs Khan sebenarnya sudah dimulai 4 tahun lalu. https://news.detik.com/internasional/d-4588368/jejak-panas-perselisihan-donald-trump-vs-sadiq-khan?utm_term=echoboxauto&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1560724766 …",non_gempatsunami
2582,Peringatan dini cuaca wilayah Banten [27 Mei 2019] #BMKG Selengkapnya klik tautan berikut http://www.bmkg.go.id/peringatan-dini/?p=3sa920190527 …,non_gempatsunami
2583,"Gempa 5,1 SR Terjadi di Bengkulu, Tak Berpotensi Tsunami  http://detik.id/VxThT8  pic.twitter.com/TtmNYt4bm6",gempatsunami
2584,Bagaimana kronologi gempa dan tsunami di Palu dan sekitarnya? Ikuti update berita terbaru Tsunami Terjang Palu di  http://kum.pr/TsunamiPalu . pic.twitter.com/fWBw2I8a3S,gempatsunami
2585,"Gempa 5,1 SR Guncang Ambon, Tak Berpotensi Tsunami  http://detik.id/6Vlyap  pic.twitter.com/alqa8esdPO",gempatsunami
2586,"#Gempa Mag:5.2, 22-Oct-18 23:07:49 WIB, Lok:1.63 LS,120.18 BT (42 km Tenggara SIGI-SULTENG), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/SHCO5NfW09",gempatsunami
2587,"Bambang Widjojanto: “Jangan bertindak seperti gubernur, tanya gubernurnya dong.” http://bit.ly/2Rjxo5g",non_gempatsunami
2588,Peta suara pilpres di Banten tak begitu berbeda dari Jawa Barat. Kedua provinsi ini mempunyai ekspresi politik yang sama: condong kepada pihak yang dianggap lebih mewakili Islam. https://tirto.id/mengapa-maruf-amin-kalah-di-banten-kampung-halamannya-sendiri-dF9n …,non_gempatsunami
2589,"Gempa 5,0 SR Guncang Sumba, Tak Bepotensi Tsunami  https://goo.gl/E5th5z",gempatsunami
2590,"Gempa 4,5 SR Guncang Sumba Barat, Tak Berpotensi Tsunami  http://detik.id/VGHG9i  pic.twitter.com/iXv35ltRQl",gempatsunami
2591,Peringatan dini cuaca wilayah Kalimantan Timur [28 Mei 2019] #BMKG Selengkapnya klik tautan berikut http://www.bmkg.go.id/peringatan-dini/?p=cq7420190528 …,non_gempatsunami
2592,4 Wilayah yang Terkena Tsunami Akibat Gempa 7 Magnitudo di Lombok  http://bit.ly/2Oaz0LM,gempatsunami
2593,Terjebak Macet Panjang saat Mudik? Ini yang Harus Dilakukan https://otomotif.tempo.co/read/1210571/terjebak-macet-panjang-saat-mudik-ini-yang-harus-dilakukan?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2594,"Pemindahan Ibu Kota, Kaltim Sudah 2 Kali Koordinasi dengan Pusat https://bisnis.tempo.co/read/1212661/pemindahan-ibu-kota-kaltim-sudah-2-kali-koordinasi-dengan-pusat?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2595,"Sebanyak 74.444 warga terdampak gempa dan tsunami Sulawesi Tengah, mengungsi di 147 titik.   https://nasional.kompas.com/read/2018/10/08/15434001/74444-korban-gempa-dan-tsunami-sulteng-mengungsi-di-147-titik …",gempatsunami
2596,ARRC Thailand: 5 Pembalap Astra Honda Targetkan Menang https://otomotif.tempo.co/read/1210719/arrc-thailand-5-pembalap-astra-honda-targetkan-menang?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2597,"#Gempa Mag:5.0, 10-Dec-18 08:26:13 WIB, Lok:0.74 LU,125.39 BT (80 km Tenggara MINAHASATENGGARA-SULUT), Kedalaman:46 Km, tidak berpotensi tsunami #BMKG",gempatsunami
2598,"Gempa Berkekuatan 7,1 Guncang Jepang, Berpotensi Tsunami  http://kom.ps/AFuuCt",gempatsunami
2599,"#Gempa Mag:5.2, 10-Dec-18 16:53:59 WIB, Lok:9.20 LS,117.82 BT (79 km Tenggara SUMBAWA-NTB), Kedlmn:56 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/5uSTkysSlG",gempatsunami
2600,"Shop&Drive Tetap Buka Saat Libur Lebaran, Layanannya Lengkap https://otomotif.tempo.co/read/1211174/shopdrive-tetap-buka-saat-libur-lebaran-layanannya-lengkap?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2601,Eggi Sudjana sebelumnya mengajukan gugatan praperadilan atas penetapan dirinya sebagai tersangka kasus makar. https://metro.tempo.co/read/1210412/eggi-sudjana-cabut-gugatan-praperadilan-pengacara-kasus-enteng?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Metro_Robb …,non_gempatsunami
2602,"Meski tak memenuhi target, PT PLN berhasil membukukan laba bersih senilai Rp 11,6 Triliun pada tahun 2018. http://bit.ly/2VWeKRt",non_gempatsunami
2603,3)@Sutopo_BNPB  Kapusdatinmas BNPB mengatakan gempa yang terjadi pukul 06.15 WIB dilaporkan posko BNPB tidak berpotensi tsunami. #gempabumi,gempatsunami
2604,"Selain Cek Kesehatan, Ini Tujuan Lain Prabowo Terbang ke Dubai http://bit.ly/2I48JgN",non_gempatsunami
2605,"Gempa 9,5 SR di Chili pada 1960 memicu tsunami mematikan hingga ke Asia Pasifik. José Painecur yang masih berusia 6 tahun pun dikorbankan Suku Mapuche untuk menenangkan bumi dan laut.   http://tirto.id/cQ1M",gempatsunami
2606,Kesedihan Presiden Vladimir Putin atas Gempa dan Tsunami Palu  https://kumparan.com/@kumparannews/kesedihan-presiden-vladimir-putin-atas-gempa-dan-tsunami-palu-1538364602391430844?utm_source=Twitter&utm_campaign=int&utm_medium=post …,gempatsunami
2607,Minister Yasonna Laoly is reportedly deeply disappointed by the arrest of immigration officer Kurniadie for accepting bribe money. http://bit.ly/2MaRUpA,non_gempatsunami
2608,"BNPB: Saat Gempa Aceh, Masyarakat Trauma Tsunami  http://dlvr.it/MqcXB4  pic.twitter.com/U86QQL4zzw",gempatsunami
2609,Gempa itu tidak berpotensi tsunami.  https://kumparan.com/@kumparannews/gempa-5-0-magnitudo-getarkan-kabupaten-sumba-barat-ntt-1r6n8tvqo6a?utm_source=dlvr.it&utm_medium=twitter …,gempatsunami
2610,Gempa ini tidak berpotensi tsunami.  pic.twitter.com/jzdE8k41Rz,gempatsunami
2611,"Kini Terungkap, Tsunami Palu Menerjang Hanya 8 Menit Setelah Gempa!  http://qoo.ly/sgrns",gempatsunami
2612,PPP Persilakan Polisi Proses Hukum Habil Marati http://bit.ly/2X6SFEo,non_gempatsunami
2613,Tak sedikit ketegangan keluarga akibat beda pilihan politik di Pilpres 2019. Haruskah keluarga retak karena beda pilihan politik saat Pemilu? Simak ulasan selengkapnya dalam topik Retak Keluarga karena Pilpres hanya di  http://kum.pr/RetakKeluarga . pic.twitter.com/lZ2Mpe1iVg,non_gempatsunami
2614,"#Gempa Mag:5.0, 12-Jan-19 19:04:23 WIB, Lok:6.86 LS,104.24 BT (176 km BaratDaya TANGGAMUS-LAMPUNG), Kedalaman:10 Km, tidak berpotensi tsunami #BMKG",gempatsunami
2615,"Dihantam tsunami dan terguncang gempa Palu, dermaga kapal selam TNI AL mengalami kerusakan parah.  http://bit.ly/2RexcU9",gempatsunami
2616,"Puncak Arus Balik 8-9 Juni 2019, Begini Strategi Penanganannya https://otomotif.tempo.co/read/1212828/puncak-arus-balik-8-9-juni-2019-begini-strategi-penanganannya?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2617,"Gempa 7,7 magnitudo melanda Donggala, Sulawesi Tengah dan berpotensi tsunami. BMKG akhirnya menyatakan peringatan dini tsunami sudah berakhir. #TopNews  http://bit.ly/2DB1E8b  pic.twitter.com/HR7Vfyspw7",gempatsunami
2618,"Pansus berharap, kunker ini memberikan gambaran kepada DPRD DKI dalam menjalani proses pemilihan wagub. https://metro.tempo.co/read/1209830/cari-pendamping-anies-pansus-wagub-dki-kunker-ke-dua-provinsi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=Metro_Robb …",non_gempatsunami
2619,Kata PDIP Mengenai Persiapan Kubu Jokowi Hadapi Sengketa Pemilu https://pilpres.tempo.co/read/1213039/kata-pdip-mengenai-persiapan-kubu-jokowi-hadapi-sengketa-pemilu?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2620,Dua KRL jurusan Bekasi-Jakarta Kota hanya diberangkatkan hingga Stasiun Manggarai pada Sabtu malam. Kenapa? http://dlvr.it/R6hSGy,non_gempatsunami
2621,Gempa Seperti Apa yang Berpotensi Sebabkan Tsunami?  https://kumparan.com/@kumparansains/gempa-seperti-apa-yang-berpotensi-sebabkan-tsunami-1538368507778978012?utm_source=Twitter&utm_campaign=int&utm_medium=post …,gempatsunami
2622,"#Gempa Mag:5.4, 04-Jul-18 12:14:47 WIB, Lok:9.97 LS,119.00 BT (50 km BaratDaya SUMBABARATDAYA-NTT), Kedlmn:10 Km, tdk berpotensi tsunami #BMKG pic.twitter.com/8eSdPkukqr",gempatsunami
2623,Kelompok masyarakat sipil mendesak Kepolisian Republik Indonesia segera mengungkap para pelaku penembakan yang menewaskan delapan orang saat kerusuhan 21-22 Mei lalu  http://bit.ly/2Zne09Y,non_gempatsunami
2624,DBS: Kerugian Gempa dan Tsunami Jepang Capai Rp 900 Triliun...  http://de.tk/JzcW4 via @detikfinance,gempatsunami
2625,Sri Mulyani: Infrastruktur Rampung Bisa Picu Ekonomi Lebih Merata https://bisnis.tempo.co/read/1212559/sri-mulyani-infrastruktur-rampung-bisa-picu-ekonomi-lebih-merata?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …,non_gempatsunami
2626,"Sindir Budi Daya Ikan, Luhut: Jangan Tumbuk-tumbukkin dengan KKP https://bisnis.tempo.co/read/1209883/sindir-budi-daya-ikan-luhut-jangan-tumbuk-tumbukkin-dengan-kkp?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvrit …",non_gempatsunami
2627,"2)Gempa tidak berpotensi tsunami. Guncangan gempa dirasakan di daerah Jakarta, Banten, Lampung, Jawa Barat, dan Jawa Tengah. #gempabumi",gempatsunami
2628,Menhan Ryamizard Ryacudu Bertemu Ketua Umum PBNU Said Aqil http://bit.ly/2IUuXCr,non_gempatsunami
